LINEA;CAF;NOMBRE MOMENTANEO;CIUDAD;DEPARTAMENTO;FO DIA ACTUAL;ÁREA TOTAL;AREA REQUERIDA;ÁREA SALA DE ESPERA;Sala Espera;ÁREA ALMACENAMIENTO;No CAJAS;Modulos Front - Hoy;No CAJAS HOLGURA;CAPACIDAD SALA DE ESPERA;Sillas;CANON;CANON X FO;CANON X M2;CONSORCIO;CAPACIDAD;HOLGURA
AMB;CAF 4;LISBOA (APERTURA);BOGOTA;CUNDINAMARCA;2287;454;341,36;146;186,62;263;18;14;0;126;188; $ 29.233.514 ; $ 12.781 ; $ 64.391 ;NO;1800;-487
AMB;CAF 5;PATIA;SOLEDAD;ATLANTICO;2004;508;366,79;198,5;207,27;187,64;15;16;4;140;209; $ 24.227.536 ; $ 12.089 ; $ 47.692 ;NO;1500;-504
AMB;CAF 6;SAF EL ENCANTO ;BOGOTA;CUNDINAMARCA;1573;617,39;382,02;161,91;219,65;253;19;17;0;76;222; $ -   ; $ -   ; $ -   ;SI;1900;327
AMB;CAF 7;POLICLINICO;CARTAGENA;BOLIVAR;1985;209;342,82;113;187,80;87,3;13;15;0;76;189; $ 15.541.658 ; $ 7.828 ; $ 74.362 ;NO;1300;-685
AMB;CAF 8;CALLE 30;SOACHA;CUNDINAMARCA;1980;218,93;282,75;89,03;161,23;107,34;14;14;0;69;69; $ 28.762.401 ; $ 14.529 ; $ 131.377 ;NO;1400;-580
AMB;CAF 9;NOVA;VALLEDUPAR;CESAR;1674;362,5;298,80;115,3;152,04;148;11;12;2;94;152; $ 28.724.265 ; $ 17.158 ; $ 79.239 ;NO;1100;-574
AMB;CAF 10;LA HEROICA;MEDELLIN;ANTIOQUIA;0;145;360,52;37,36;202,18;101,8;9;9;0;25;204; $ 20.402.898 ; $ -   ; $ 140.710 ;NO;900;900
AMB;CAF 11;SOACHA;CARTAGENA;BOLIVAR;1663;166;354,92;45,13;197,63;80,4;8;15;0;36;199; $ 6.090.816 ; $ 3.663 ; $ 36.692 ;NO;800;-863
AMB;CAF 12;CENTRO LOPERENA;BOGOTA;CUNDINAMARCA;2005;357;332,18;196,01;179,16;100,79;13;13;0;176;44; $ 13.498.754 ; $ 6.733 ; $ 37.812 ;NO;1300;-705
AMB;CAF 13;CENTRO MEDELLIN;BARRANQUILLA;ATLANTICO;1382;248;362,64;95,7;203,91;113,53;11;16;0;88;206; $ 8.683.650 ; $ 6.281 ; $ 35.015 ;NO;1100;-282
AMB;CAF 14;PROVIDENCIA;MEDELLIN;ANTIOQUIA;1683;341,9;260,23;144,62;83,24;172,11;16;6;0;104;81; $ 6.947.200 ; $ 4.128 ; $ 20.319 ;NO;1600;-83
AMB;CAF 15;PLAZA DE LAS AMERICAS (SAO);IBAGUE;TOLIMA;1485;353,13;333,19;103,13;179,97;180,44;16;18;2;104;181; $ 12.603.563 ; $ 8.488 ; $ 35.691 ;NO;1600;115
AMB;CAF 16;PLAZA SEVILLA;BUCARAMANGA;SANTANDER;136;406,42;337,44;182,97;183,43;158,01;14;14;2;166;184; $ 19.546.491 ; $ 143.925 ; $ 48.094 ;NO;1400;1264
AMB;CAF 17;PUNTO DE LA ORIENTAL;SANTA MARTA;MAGDALENA;1194;611;305,59;54,4;139,75;73,8;9;11;0;34;140; $ 18.140.590 ; $ 15.194 ; $ 29.690 ;NO;900;-294
AMB;CAF 18;COMBEIMA;BOGOTA;CUNDINAMARCA;1846;441,06;484.7;105,79;195,81;124,13;10;10;0;40;197; $ 7.417.052 ; $ 4.017 ; $ 16.816 ;NO;1000;-846
AMB;CAF 19;CABECERA;BELLO;ANTIOQUIA;1525;361;288,61;130,55;143,76;197,82;12;12;3;108;144; $ 15.000.000 ; $ 9.839 ; $ 41.551 ;NO;1200;-325
AMB;CAF 20;TAYRONA;PEREIRA;RISARALDA;1005;201,87;336,88;80,79;182,98;95,51;9;14;0;76;184; $ 8.467.437 ; $ 8.424 ; $ 41.945 ;NO;900;-105
AMB;CAF 21;RESTREPO BOGOTA;BOGOTA;CUNDINAMARCA;1087;228,76;247,96;79;110,72;137,39;10;10;0;30;110; $ 14.730.085 ; $ 13.549 ; $ 64.391 ;NO;1000;-87
AMB;CAF 22;BELLO;BARRANQUILLA;ATLANTICO;1472;446,12;257,70;228,6;118,64;203,4;15;9;2;124;118; $ 17.486.890 ; $ 11.880 ; $ 39.198 ;NO;1500;28
AMB;CAF 23;CIUDAD PEREIRA;BOGOTA;CUNDINAMARCA;1540;444,86;350,21;164,82;193,81;197,5;19;15;0;103;28; $ 7.560.850 ; $ 4.908 ; $ 16.996 ;NO;1900;360
AMB;CAF 24;BOGNUESTRO;BOGOTA;CUNDINAMARCA;691;116,5;290,63;25;145,39;49;7;11;0;25;145; $ 26.016.100 ; $ 37.666 ; $ 223.314 ;NO;700;9
AMB;CAF 25;ALKARAWI;CALI;VALLE DEL CAUCA;0;308,14;276,29;139,34;124,28;103,27;13;10;1;132;124; $ 26.273.251 ; $ -   ; $ 85.264 ;NO;1300;1300
AMB;CAF 26;SUBA;DOSQUEBRADAS;RISARALDA;1324;192,02;127,14;73,12;52,67;105,11;7;3;0;73;50; $ 9.993.500 ; $ 7.550 ; $ 52.044 ;NO;700;-624
AMB;CAF 27;PRIMAVERA;BARRANQUILLA;ATLANTICO;1091;252,85;265,76;56,39;125,19;60,5;10;9;0;32;125; $ 3.578.032 ; $ 3.281 ; $ 14.151 ;NO;1000;-91
AMB;CAF 28;VILLA COLOMBIA;IBAGUE;TOLIMA;0;180,73;263,41;65;123,28;72;4;4;0;36;123; $ 15.000.000 ; $ -   ; $ 82.997 ;NO;400;400
AMB;CAF 29;EL PROGRESO;CALI;VALLE DEL CAUCA;0;706,28;294,88;271,2;148,85;195,53;17;17;4;116;149; $ 8.577.407 ; $ -   ; $ 12.144 ;NO;1700;1700
AMB;CAF 30;CARIBE;ARMENIA;QUINDIO;665;390;344,55;81,95;107,27;111,77;13;8;2;103;106; $ 16.949.340 ; $ 25.498 ; $ 43.460 ;NO;1300;635
AMB;CAF 31;LA PLATA;PASTO;NARIÑO;3;363;86,18;149,19;36,47;120,74;12;12;0;83;21; $ 7.830.901 ; $ 2.411.185 ; $ 21.573 ;NO;1200;1197
AMB;CAF 32;ALTAVILLA;BOGOTA;CUNDINAMARCA;1118;465,96;256,80;89,29;117,91;106,38;12;9;0;36;117; $ 16.143.000 ; $ 14.443 ; $ 34.645 ;NO;1200;82
AMB;CAF 33;ALTAMIRA;MEDELLIN;ANTIOQUIA;1187;316,12;371,38;109,41;114,91;178,68;10;8;5;100;114; $ 16.500.000 ; $ 13.899 ; $ 52.195 ;NO;1000;-187
AMB;CAF 34;MONACO;CARTAGENA;BOLIVAR;1049;138;252,88;52,12;114,73;70,93;11;8;0;54;114; $ 18.917.600 ; $ 18.031 ; $ 137.084 ;NO;1100;51
AMB;CAF 35;ILARCO;GIRARDOT;CUNDINAMARCA;1048;355,6;271,36;128,8;129,74;163,5;12;10;2;97;129; $ 15.292.600 ; $ 14.594 ; $ 43.005 ;NO;1200;152
AMB;CAF 36;LAURELES;CALI;VALLE DEL CAUCA;1056;356;246,28;97;109,36;123;11;8;0;48;108; $ 17.568.000 ; $ 16.640 ; $ 49.348 ;NO;1100;44
AMB;CAF 37;PIE DEL CERRO;IBAGUE;TOLIMA;841;104,05;259,49;34,81;120,10;44,67;4;9;0;24;119; $ 12.079.798 ; $ 14.370 ; $ 116.096 ;NO;400;-441
AMB;CAF 38;GIRARDOT;BARRANQUILLA;ATLANTICO;983;201,24;230,00;71,5;96,95;111,8;7;7;2;56;24; $ 10.367.885 ; $ 10.547 ; $ 51.520 ;NO;700;-283
AMB;CAF 39;ROOSVELT;BOGOTA;CUNDINAMARCA;888;88,16;263,54;27,96;116,27;51,85;7;9;0;20;115; $ 13.856.572 ; $ 15.598 ; $ 157.175 ;NO;700;-188
AMB;CAF 40;LA MACARENA;ITAGUI;ANTIOQUIA;897;326;259,04;120,92;119,73;104,78;10;9;0;92;119; $ 5.712.747 ; $ 6.370 ; $ 17.524 ;NO;1000;103
AMB;CAF 41;SAF MOKANA;CALI;VALLE DEL CAUCA;439;427,38;288,31;84,55;130,11;64,8;12;12;2;84;130; $ -   ; $ -   ; $ -   ;SI;1200;761
AMB;CAF 42;VERONA;BOGOTA;CUNDINAMARCA;850;244,22;249,38;109,77;106,63;120,83;12;12;0;112;105; $ 4.827.326 ; $ 5.677 ; $ 19.766 ;NO;1200;350
AMB;CAF 43;ITAGUI;MANIZALES;CALDAS;0;403,25;244,60;134,6;107,99;130,39;8;8;1;80;107; $ 13.574.400 ; $ -   ; $ 33.662 ;NO;800;800
AMB;CAF 44;SAN MARINO;PEREIRA;RISARALDA;573;208,42;293,13;83,76;92,61;117,52;10;7;0;64;91; $ 11.512.000 ; $ 20.102 ; $ 55.235 ;NO;1000;427
AMB;CAF 45;VALENCIA;IBAGUE;TOLIMA;1026;89,95;276,29;44,15;128,65;37,82;5;10;0;24;128; $ 11.000.000 ; $ 10.723 ; $ 122.290 ;NO;500;-526
AMB;CAF 46;PLAZA 51;PEREIRA;RISARALDA;4;545,36;256,58;148,11;117,73;158,09;15;9;0;71;117; $ 11.512.000 ; $ 3.057.227 ; $ 21.109 ;NO;1500;1496
AMB;CAF 47;MEGACENTRO;BOGOTA;CUNDINAMARCA;0;190;241,68;70,44;105,63;61,01;7;8;0;47;104; $ 14.120.112 ; $ -   ; $ 74.316 ;NO;700;700
AMB;CAF 48;VARSOVIA;MANIZALES;CALDAS;0;295;252,44;122;114,36;131;8;8;2;108;113; $ 8.657.955 ; $ -   ; $ 29.349 ;NO;800;800
AMB;CAF 49;OTUN;MONTERIA;CORDOBA;474;307,15;246,83;85,33;109,81;125,31;9;8;0;44;27,25; $ 2.079.666 ; $ 4.391 ; $ 6.771 ;NO;900;426
AMB;CAF 50;CHICO;PEREIRA;RISARALDA;782;148,89;244,82;49,42;108,18;56,15;8;8;0;36;107; $ 26.929.502 ; $ 34.451 ; $ 180.868 ;NO;800;18
AMB;CAF 51;BELLAVISTA;BOGOTA;CUNDINAMARCA;934;103;247,06;32,1;110,00;55,14;5;8;0;32;109; $ 6.000.000 ; $ 6.424 ; $ 58.252 ;NO;500;-434
AMB;CAF 52;SAF MONTERIA;POPAYAN;CAUCA;2;205,85;267,44;52,01;126,56;69,41;11;9;2;36;126; $ -   ; $ -   ; $ -   ;SI;1100;1098
AMB;CAF 53;EL LAGO;BOGOTA;CUNDINAMARCA;0;221,46;237,20;99,05;101,99;94,83;8;8;0;76;101; $ 4.260.000 ; $ -   ; $ 19.236 ;NO;800;800
AMB;CAF 54;MARLY;IBAGUE;TOLIMA;1092;211,4;247,28;49,98;110,18;102,39;7;8;0;30;109; $ 2.886.687 ; $ 2.644 ; $ 13.655 ;NO;700;-392
AMB;CAF 55;CENTRO HISTORICO;MANIZALES;CALDAS;110;354;254,00;102;115,64;209;10;12;2;102;23; $ 10.389.546 ; $ 94.114 ; $ 29.349 ;NO;1000;890
AMB;CAF 56;LOURDES;PEREIRA;RISARALDA;481;153,75;228,31;29,08;94,89;38,63;6;7;1;40;93; $ 12.000.000 ; $ 24.963 ; $ 78.049 ;NO;600;119
AMB;CAF 57;CADIZ;SANTA MARTA;MAGDALENA;901;180,77;239,22;68,82;103,63;30,03;9;8;3;62;102; $ 5.367.061 ; $ 5.956 ; $ 29.690 ;NO;900;-1
AMB;CAF 58;IBIZA;BARRANQUILLA;ATLANTICO;1006;63,23;449,25;24,75;84,15;36,15;5;6;0;25;82; $ 10.000.000 ; $ 9.943 ; $ 158.153 ;NO;500;-506
AMB;CAF 59;SAN FERNANDO;ANTIOQUIA;ANTIOQUIA;1533;347,45;244,82;179,41;108,18;94,77;14;14;2;106;107; $ 7.822.772 ; $ 5.105 ; $ 22.515 ;NO;1400;-133
AMB;CAF 60;AVENIDA QUINTA;PEREIRA;RISARALDA;836;381;326,67;73;102,17;179,33;10;7;0;48;101; $ 9.793.658 ; $ 11.712 ; $ 25.705 ;NO;1000;164
AMB;CAF 61;SEVILLANA;BOGOTA;CUNDINAMARCA;805;128,8;252,77;53,15;114,64;69,85;6;6;0;32;114; $ 7.800.000 ; $ 9.692 ; $ 60.559 ;NO;600;-205
AMB;CAF 62;ABURRA;COROZAL;SUCRE;533;265;238,05;34;96,53;78;8;8;0;33;95; $ 19.980.000 ; $ 37.519 ; $ 75.396 ;NO;800;267
AMB;CAF 63;PEREIRA ESPECIALIZADO MAC;VALLEDUPAR;CESAR;802;116,86;216,19;34,27;87,88;64,86;5;6;0;24;86; $ 7.537.133 ; $ 9.397 ; $ 64.497 ;NO;500;-302
AMB;CAF 64;CANDELARIA;BOGOTA;CUNDINAMARCA;730;124,19;221,52;45,71;89,25;44,35;8;6;0;32;88; $ 7.639.318 ; $ 10.462 ; $ 61.513 ;NO;800;70
AMB;CAF 65;COROZAL;SOLEDAD;ATLANTICO;750;251,82;228,58;123,44;94,98;122,49;7;7;1;91;94; $ 12.009.799 ; $ 16.022 ; $ 47.692 ;NO;700;-50
AMB;CAF 66;NUEVO CENTRO LOPERENA;DOSQUEBRADAS;RISARALDA;0;217,26;232,16;82,88;97,89;76;9;7;2;48;97; $ 9.500.000 ; $ -   ; $ 43.726 ;NO;900;900
AMB;CAF 67;CIUDAD TUNAL;MAGANGUE;BOLIVAR;891;215;234,28;86;99,61;120;8;7;2;78;24,5; $ 2.737.809 ; $ 3.071 ; $ 12.734 ;NO;800;-91
AMB;CAF 68;CARNAVAL;BOGOTA;CUNDINAMARCA;787;161;242,92;52,23;106,63;95,2;5;8;1;28;105; $ 16.844.368 ; $ 21.405 ; $ 104.623 ;NO;500;-287
AMB;CAF 69;PORTAL DEL PARQUE;BUGA;VALLE DEL CAUCA;0;258,49;240,68;63,8;104,81;152;8;8;4;44;104; $ 9.126.567 ; $ -   ; $ 35.307 ;NO;800;800
AMB;CAF 70;SAF MAGANGUE;BOGOTA;CUNDINAMARCA;689;43,84;223,65;12,98;90,98;25,39;3;3;0;12;89; $ -   ; $ -   ; $ -   ;SI;300;-389
AMB;CAF 71;BOSA;BOGOTA;CUNDINAMARCA;755;75,77;221,86;25,26;89,52;40,19;4;6;0;22;88; $ 7.054.706 ; $ 9.346 ; $ 93.107 ;NO;400;-355
AMB;CAF 72;BUGA;CARTAGENA;BOLIVAR;771;195,58;225,33;56,36;92,34;94,17;6;7;0;23;91; $ 14.543.720 ; $ 18.852 ; $ 74.362 ;NO;600;-171
AMB;CAF 73;PORTAL DE SAN BASILIO;CERETE;CORDOBA;433;135,46;221,48;38,95;89,98;86,52;6;6;1;35;88; $ 3.472.787 ; $ 8.016 ; $ 25.637 ;NO;600;167
AMB;CAF 74;1 DE MAYO;SOLEDAD;ATLANTICO;622;282;223,78;79;90,89;101,7;8;7;4;60;89; $ 2.033.514 ; $ 3.267 ; $ 7.211 ;NO;800;178
AMB;CAF 75;CASTELLANA CARTAGENA;VILLAMARIA;CALDAS;115;305,85;228,31;94,29;93,07;185,17;7;7;3;36;92; $ 11.292.462 ; $ 98.384 ; $ 36.922 ;NO;700;585
AMB;CAF 76;OROBLANCO;BOGOTA;CUNDINAMARCA;548;266,85;262,50;93;111,36;161,21;9;13;4;105;110; $ 17.182.738 ; $ 31.344 ; $ 64.391 ;NO;900;352
AMB;CAF 77;BAHIA;CALI;VALLE DEL CAUCA;0;255,18;232,16;85,56;97,89;135,81;8;7;4;72;97; $ 8.400.781 ; $ -   ; $ 32.921 ;NO;800;800
AMB;CAF 78;VILLAFLORES;ARJONA;BOLIVAR;9;150;202,15;35,63;82,33;73,38;4;6;2;32;80; $ 7.000.000 ; $ 810.592 ; $ 46.667 ;NO;400;391
AMB;CAF 79;TIMIZA;BARRANQUILLA;ATLANTICO;560;144;197,33;44,9;80,42;76,43;5;6;2;40;19,75; $ 17.369.194 ; $ 31.009 ; $ 120.619 ;NO;500;-60
AMB;CAF 80;AVELLANEDA;CHIA;CUNDINAMARCA;579;298,05;256,47;103,12;117,64;85,84;11;11;0;101;117; $ 7.889.884 ; $ 13.631 ; $ 26.472 ;NO;1100;521
AMB;CAF 81;ARJONA;BARRANQUILLA;ATLANTICO;699;210;181,67;65;74,23;147;9;5;1;72;72; $ 10.819.200 ; $ 15.486 ; $ 51.520 ;NO;900;201
AMB;CAF 82;SAF CEVILLAR NAZARETH;CARTAGENA;BOLIVAR;864;180;234,00;46,3;90,94;105,1;5;7;4;40;22,25; $ -   ; $ -   ; $ -   ;SI;500;-364
AMB;CAF 83;LOS SAUCES;VILLAVICENCIO;META;1082;267,23;189,96;27,89;77,51;107;9;5;0;54;76; $ 18.300.000 ; $ 16.910 ; $ 68.480 ;NO;900;-182
AMB;CAF 84;FIRENZE;PALMIRA;VALLE DEL CAUCA;0;196,55;230,82;36,32;96,80;52,61;7;7;1;32;95; $ 6.470.623 ; $ -   ; $ 32.921 ;NO;700;700
AMB;CAF 85;SAF SANTA LUCIA;MARIA LA BAJA;BOLIVAR;660;94,43;178,56;34,94;73,00;57,18;3;5;0;18;17,75; $ -   ; $ -   ; $ -   ;SI;300;-360
AMB;CAF 86;LOS SAMANES;BOGOTA;CUNDINAMARCA;0;215;153,72;81,19;64,95;73,58;5;5;3;44;63; $ 5.571.586 ; $ -   ; $ 25.914 ;NO;500;500
AMB;CAF 87;CAPRI;BOGOTA;CUNDINAMARCA;632;183,19;173,08;37,78;80,69;64,08;8;6;0;30;79; $ 2.476.765 ; $ 3.920 ; $ 13.520 ;NO;800;168
AMB;CAF 89;SAF MARIALABAJA;BARRANQUILLA;ATLANTICO;679;123,41;168,56;36,28;69,05;64,81;5;5;2;27;67; $ -   ; $ -   ; $ -   ;SI;500;-179
AMB;CAF 90;SALITRE;BOGOTA;CUNDINAMARCA;495;297,11;200,24;67,71;71,96;92,67;9;5;0;40;70; $ 7.444.394 ; $ 15.036 ; $ 25.056 ;NO;900;405
AMB;CAF 91;TOBERIN;BOGOTA;CUNDINAMARCA;635;258,21;202,61;30,58;82,51;47,74;5;6;4;29;81; $ 8.829.068 ; $ 13.899 ; $ 34.193 ;NO;500;-135
AMB;CAF 92;NARINO;CIENAGA;MAGDALENA;566;91,55;208,20;33,42;78,42;53,87;5;5;0;33;76; $ 2.718.120 ; $ 4.803 ; $ 29.690 ;NO;500;-66
AMB;CAF 93;MALECON;BARRANQUILLA;ATLANTICO;499;207,08;221,56;55,42;90,01;100,99;6;6;1;36;22; $ 5.900.000 ; $ 11.831 ; $ 28.491 ;NO;600;101
AMB;CAF 94;LAS MARGARITAS;CARTAGO;VALLE DEL CAUCA;0;105;189,50;42,2;77,33;29,69;5;5;0;24;75; $ 3.456.705 ; $ -   ; $ 32.921 ;NO;500;500
AMB;CAF 95;LA CALLEJA;TURBACO;BOLIVAR;700;141,5;202,23;54,55;82,36;71,5;6;6;1;56;20,25; $ 15.982.086 ; $ 22.833 ; $ 112.948 ;NO;600;-100
AMB;CAF 96;NEVADA;ESPINAL;TOLIMA;466;301,43;203,49;100,2;74,60;183,13;6;5;5;64;73; $ 2.977.464 ; $ 6.383 ; $ 9.878 ;NO;600;134
AMB;CAF 97;SAF SOLEDAD;BOGOTA;CUNDINAMARCA;577;29,1;204,61;NA;75,51;26,44;2;5;0;NA;73; $ -   ; $ -   ; $ -   ;SI;200;-377
AMB;CAF 98;CACERES;CIENAGA DE ORO;CORDOBA;382;210;176,15;70;72,05;60;5;6;1;70;14; $ 2.973.355 ; $ 7.782 ; $ 14.159 ;NO;500;118
AMB;CAF 99;SAF TURBACO;PLATO;MAGDALENA;617;200;199,94;82,00;82,00;62,50;7;7;2;80;17,5; $ 5.460.900 ; $ 8.845 ; $ 27.305 ;NO;700;83
AMB;CAF 100;ESPINAL;MONTERIA;CORDOBA;375;236,35;450,00;64,8;274,89;127,36;13;22;2;45;279; $ 4.800.000 ; $ 12.787 ; $ 20.309 ;NO;1300;925
AMB;CAF 101;NUEVO FONTIBON;MOMPOS;BOLIVAR;602;158;194,03;84;79,12;78;7;7;2;64;19,25; $ 10.466.868 ; $ 17.384 ; $ 66.246 ;NO;700;98
AMB;CAF 102;CIENAGA DE ORO;BOGOTA;CUNDINAMARCA;0;27,2;187,20;NA;76,42;24,53;2;5;0;NA;74; $ 1.751.435 ; $ -   ; $ 64.391 ;NO;200;200
AMB;CAF 103;SAF PLATO;CIENAGA;MAGDALENA;539;200;170,64;96;69,87;66,49;7;5;2;84;21; $ -   ; $ -   ; $ -   ;SI;700;161
AMB;CAF 104;PLAZOLETA;CARTAGO;VALLE DEL CAUCA;0;99,4;159,35;101;65,41;60,58;5;4;0;16;63; $ 10.849.052 ; $ -   ; $ 109.145 ;NO;500;500
AMB;CAF 105;SAF MOMPOX;BOGOTA;CUNDINAMARCA;445;77,39;141,41;34,18;58,31;35,72;4;4;0;32;56; $ -   ; $ -   ; $ -   ;SI;400;-45
AMB;CAF 106;PLAZA URGENCIAS;FUNDACION;MAGDALENA;450;87,24;164,65;32,43;67,50;38,48;5;5;0;21;65; $ 2.590.156 ; $ 5.750 ; $ 29.690 ;NO;500;50
AMB;CAF 107;SAF CIENAGA MAGDALENA;BOGOTA;CUNDINAMARCA;526;325,95;219,17;130,66;87,34;97,9;8;12;4;60;86; $ -   ; $ -   ; $ -   ;SI;800;274
AMB;CAF 108;MARISCAL;BOGOTA;CUNDINAMARCA;0;18,8;177,89;NA;71,05;17,36;2;5;0;NA;69; $ 6.217.700 ; $ -   ; $ 330.729 ;NO;200;200
AMB;CAF 109;PASEO VILLA DEL RIO;SINCELEJO;SUCRE;172;134;199,75;54,22;71,56;68,92;6;5;0;48;17,25; $ 9.414.978 ; $ 54.733 ; $ 70.261 ;NO;600;428
AMB;CAF 110;EL AMPARO;MEDELLIN;ANTIOQUIA;0;17,41;194,10;NA;79,15;17,41;2;6;0;NA;77; $ 1.311.360 ; $ -   ; $ 75.322 ;NO;200;200
AMB;CAF 111;GAITAN;PALMIRA;VALLE DEL CAUCA;663;216,38;206,74;98,42;77,24;116,38;7;5;0;58;75; $ 7.547.800 ; $ 11.382 ; $ 34.882 ;NO;700;37
AMB;CAF 112;SANTA EMILIANA;BOGOTA;CUNDINAMARCA;0;108,5;205,14;40,5;83,51;45,64;5;6;0;42;82; $ 6.986.424 ; $ -   ; $ 64.391 ;NO;500;500
AMB;CAF 113;SAF SAN CARLOS;MEDELLIN;ANTIOQUIA;530;123,07;173,08;15,23;82,70;60,05;5;6;0;22;81; $ -   ; $ -   ; $ -   ;SI;500;-30
AMB;CAF 114;FOLDERAMA SAN DIEGO;SINCELEJO;SUCRE;176;153,05;148,91;57;61,28;73,7;5;4;2;52;14,75; $ 6.419.682 ; $ 36.504 ; $ 41.945 ;NO;500;324
AMB;CAF 115;CALIMA;YUMBO;VALLE DEL CAUCA;94;166,2;352,98;53,96;71,41;87,77;5;5;0;21;69; $ 5.471.470 ; $ 58.471 ; $ 32.921 ;NO;500;406
AMB;CAF 116;SAN LUCAS;SAN JUAN NEPOMUCENO;BOLIVAR;3;148;189,15;50;77,19;90,3;5;5;0;48;18,75; $ 20.814.080 ; $ 6.423.484 ; $ 140.636 ;NO;500;497
AMB;CAF 117;TOSCANA;CARTAGENA;BOLIVAR;399;131,3;219,59;50,83;89,23;65,15;3;6;1;48;22; $ 4.072.303 ; $ 10.204 ; $ 31.015 ;NO;300;-99
AMB;CAF 118;SAF SANTANDER;SANTA ROSA;RISARALDA;0;193,46;153,72;63,04;61,22;96,42;5;5;0;43;59; $ -   ; $ -   ; $ -   ;SI;500;500
AMB;CAF 119;YUMBO;SANTA MARTA;MAGDALENA;556;102,45;198,68;22,2;70,68;45,4;4;5;0;28;69; $ 2.650.000 ; $ 4.762 ; $ 25.866 ;NO;400;-156
AMB;CAF 120;SAF SAN JUAN;CALI;VALLE DEL CAUCA;0;200;287,38;47;90,98;76,8;7;7;0;35;89; $ -   ; $ -   ; $ -   ;SI;700;700
AMB;CAF 121;SAF CONSOLATA;VILLAVICENCIO;META;0;40,09;170,80;N/A;66,50;30;3;5;1;N/A;64; $ -   ; $ -   ; $ -   ;SI;300;300
AMB;CAF 122;SANTA ROSA;ZIPAQUIRA;CUNDINAMARCA;443;263,24;235,32;101,09;99,71;104,14;7;8;2;48;98; $ 5.512.500 ; $ 12.454 ; $ 20.941 ;NO;700;257
AMB;CAF 123;AVENIDA LIBERTADOR;BOGOTA;CUNDINAMARCA;0;210,9;214,04;76,35;89,79;90,65;8;7;0;60;88; $ 3.545.900 ; $ -   ; $ 16.813 ;NO;800;800
AMB;CAF 124;LA FLORA ESPECIALIZADO MAC;TURBACO;BOLIVAR;480;88,92;153,72;24,12;62,04;53,27;3;5;1;20;60; $ 5.460.236 ; $ 11.366 ; $ 61.406 ;NO;300;-180
AMB;CAF 125;TORRE 33;CALI;VALLE DEL CAUCA;609;32,94;181,21;0;74,05;5,59;2;5;0;0;72; $ 2.322.400 ; $ 3.816 ; $ 70.504 ;NO;200;-409
AMB;CAF 126;ZIPAQUIRA;PALMIRA;VALLE DEL CAUCA;0;102,28;192,40;17,71;65,59;79,76;5;4;0;16;63; $ 8.791.710 ; $ -   ; $ 85.957 ;NO;500;500
HOSP;CAF 127;UNICENTRO;BARRANCABERMEJA;SANTANDER;74;71,58;169,71;NA;69,50;57,34;6;5;0;0;67; $ 24.481.600 ; $ 329.036 ; $ 342.017 ;NO;600;526
AMB;CAF 128;TURBACO;MALAMBO;ATLANTICO;504;187;207,76;71;78,06;35;N/A;5;0;N/A;19; $ 3.090.438 ; $ 6.137 ; $ 16.526 ;NO;#¡VALOR!;#¡VALOR!
AMB;CAF 129;CALI NORTE;CUCUTA;N. DE SANTANDER;227;357;240,45;98,32;104,63;163,12;9;8;0;64;103; $ 14.974.365 ; $ 65.893 ; $ 41.945 ;NO;900;673
AMB;CAF 130;AGUACLARA;MONTERIA;CORDOBA;254;134,6;165,00;37,49;67,64;73,5;6;5;0;32;16,25; $ 2.706.880 ; $ 10.664 ; $ 20.111 ;NO;600;346
AMB;CAF 131;BARRANCABERMEJA;LA VIRGINIA;RISARALDA;141;215;156,36;63;64,22;42;7;7;0;57;62; $ 9.018.175 ; $ 63.804 ; $ 41.945 ;NO;700;559
AMB;CAF 132;SAF MALAMBO;BOGOTA;CUNDINAMARCA;501;23,55;169,71;NA;69,50;23,55;3;5;0;NA;67; $ -   ; $ -   ; $ -   ;SI;300;-201
AMB;CAF 133;LOS CAOBOS;CALI;VALLE DEL CAUCA;503;93,94;170,80;18,8;66,04;5,5;4;5;0;15;64; $ 14.834.104 ; $ 29.486 ; $ 157.910 ;NO;400;-103
AMB;CAF 134;SAF LA GLORIA;ENVIGADO;ANTIOQUIA;510;173,72;162,12;63,4;66,50;65,94;4;5;2;45;64; $ -   ; $ -   ; $ -   ;SI;400;-110
AMB;CAF 135;LA VIRGINIA;BOGOTA;CUNDINAMARCA;0;188,04;162,35;59,01;66,59;106,45;6;5;1;40;64; $ 2.054.340 ; $ -   ; $ 10.925 ;NO;600;600
AMB;CAF 136;CASTELLANA BOGOTA;MANIZALES;CALDAS;0;192,2;172,72;48,44;58,31;75,1;9;4;0;27;56; $ 5.640.878 ; $ -   ; $ 29.349 ;NO;900;900
AMB;CAF 137;SAN MARCOS CFV;SINCELEJO;SUCRE;162;152,55;193,16;33,77;64,13;32,1;6;4;3;26;62; $ 2.900.000 ; $ 17.864 ; $ 19.010 ;NO;600;438
AMB;CAF 138;ENVIGADO;LORICA;CORDOBA;254;100;159,50;37,8;65,46;51,2;4;4;1;36;15,75; $ 8.300.000 ; $ 32.658 ; $ 83.000 ;NO;400;146
AMB;CAF 139;CORFERIAS;PALMIRA;VALLE DEL CAUCA;0;179,85;147,62;48,46;60,76;68,62;4;4;0;21;58; $ 15.589.343 ; $ -   ; $ 86.680 ;NO;400;400
